Year,Month,Day,Time,Latitude,Longitude,Depth,mb,MS,Region,CMT Name,CMT Time,T Err,CMT Lat,Lat Err,CMT Lon,Lon Err,CMT Depth,Depth Err,Exponent,Mrr,Mrr Err,Mtt,Mtt Err,Mpp,Mpp Err,Mrt,Mrt Err,Mrp,Mrp Err,Mtp,Mtp Err,Eigenvalue 1,Plunge 1,Azimuth 1,Eigenvalue 2,Plunge 2,Azimuth 2,Eigenvalue 3,Plunge 3,Azimuth 3,Moment,Strike 1,Dip 1,Rake 1,Strike 2,Dip 2,Rake 2
"1999","2","25",18:58:29.4,51.6,104.86,10,5.9,5.5,LAKEBAIKALREGION,C022599H,9.6,0.2,51.97,0.02,104.83,0.04,21,0,17,-8.476,0.175,6.888,0.189,1.588,0.221,2.257,0.513,1.478,0.575,3.356,0.149,8.93,"9","334",-0.03,"2","243","-8.900","81","140",8.91e+17,"66","36","-86","242","54","-93"
"1999","3","11",08:29:36.5,-9.16,150.19,33,5.2,5,EASTPAPUANEWGUINEARE,B031199B,1.9,0.9,-9.25,0.07,150.39,0.07,15,0,16,-8.752,0.521,8.972,0.456,-0.221,0.672,-0.295,2.23,-9.421,1.211,-0.867,0.515,9.09,"4","9",5.76,"33","102","-14.850","57","273",1.197e+17,"69","50","-135","306","57","-50"
"1999","3","14",17:52:58.6,-7.2,67.87,10,4.9,4.6,MID-INDIANRISE,B031499D,5.4,0.8,-7.37,0.13,68,0.12,15,0,16,-5.28,0.593,4.332,0.684,0.948,0.469,5.288,1.898,-0.623,1.422,-1.42,0.587,7.06,"23","15",0.55,"6","283","-7.620","66","180",7.34e+16,"117","22","-75","281","68","-96"
"1999","3","21",16:16:02.2,55.9,110.21,10,5.5,5.7,LAKEBAIKALREGION,B032199E,4.2,0.3,55.82,0.05,110.52,0.1,15,0,17,-7.82,0.331,3.035,0.315,4.785,0.452,4.181,1.284,2.415,1.322,2.209,0.367,7.58,"16","310",1.85,"8","43","-9.430","71","159",8.5e+17,"27","29","-107","227","62","-80"
"1999","3","21",16:17:03.7,55.94,110.27,10,5.5,0,LAKEBAIKALREGION,B032199F,1.6,0.3,56.11,0.04,110.56,0.08,15,0,17,-8.513,0.335,4.464,0.29,4.05,0.477,-0.645,1.323,0.033,1.261,3.99,0.345,8.26,"2","137",0.29,"3","227","-8.550","87","20",8.41e+17,"223","44","-94","50","47","-86"
"1999","3","29",06:17:58.5,-4,87.28,10,5.4,5.5,SOUTHINDIANOCEAN,B032999C,4.8,0.2,-4.12,0.02,87.11,0.02,15,0,17,1.577,0.078,-4.466,0.093,2.889,0.099,-3.848,0.27,-2.454,0.263,-3.392,0.086,4.8,"33","84",3.12,"47","217","-7.920","25","337",6.36e+17,"118","47","174","212","86","43"
"1999","4","16",10:49:03.4,-9.5,150.79,33,5.1,5.1,EASTPAPUANEWGUINEARE,B041699B,-2.2,0.6,-9.95,0.06,151.53,0.08,15,0,17,-0.892,0.067,1.105,0.05,-0.212,0.076,0.704,0.236,-0.568,0.132,0.122,0.064,1.33,"18","2",0.07,"24","101","-1.400","59","239",1.36e+17,"60","34","-136","292","67","-64"
"1999","5","27",16:01:22.9,55.81,110.04,10,4.9,4.6,LAKEBAIKALREGION,B052799C,2.3,0.9,55.55,0.12,109.17,0.26,15,0,16,1.635,0.529,-0.824,0.579,-0.811,0.667,1.244,1.599,-1.401,1.88,4.926,0.514,4.11,"3","134",2.08,"76","32","-6.190","13","225",5.15e+16,"269","78","-7","0","83","-168"
"1999","5","30",15:56:45.5,55.8,110.03,10,5.3,4.6,LAKEBAIKALREGION,B053099D,3.3,0.4,56.03,0.07,110.04,0.14,15,0,16,-7.074,0.55,3.297,0.57,3.777,0.549,-2.394,1.684,1.814,1.85,3.953,0.552,7.5,"1","134",0.72,"21","224","-8.220","69","40",7.86e+16,"204","47","-119","63","50","-62"
"1999","5","31",19:34:50.5,55.8,110.17,10,4.5,4.7,LAKEBAIKALREGION,B053199B,2.2,0.8,55.99,0.12,110,0.26,15,0,16,-3.97,0.598,2.564,0.487,1.406,0.484,-2.525,1.188,-1.034,1.268,-0.413,0.576,3.43,"19","180",1.6,"9","87","-5.020","69","332",4.23e+16,"285","27","-69","82","64","-100"
"1999","6","21",04:35:46.8,8.23,141.3,33,5.2,5.1,WESTCAROLINEISLANDS,B062199A,1.3,0.4,8.06,0.03,141.55,0.04,15,0,17,-0.34,0.053,2.477,0.068,-2.137,0.071,0.762,0.214,0.003,0.187,-0.115,0.059,2.67,"14","1",-0.53,"76","184","-2.140","1","92",2.41e+17,"137","79","10","46","81","169"
"1999","6","22",00:47:42.9,-4.51,133.95,33,5.7,5.5,WESTIRIANREGION,B062299A,-0.8,0.6,-4.42,0.05,134.19,0.05,15,0,17,-2.366,0.116,-0.096,0.1,2.462,0.155,-0.834,0.307,2.52,0.352,1.738,0.114,3.96,"18","290",0.04,"27","190","-4.010","56","49",3.99e+17,"55","36","-38","178","69","-120"
"1999","7","25",06:56:53.0,39.31,28,10,5,4.9,TURKEY,B072599A,3.9,0.9,38.96,0.09,28.19,0.11,15,0,16,-3.228,0.609,7.279,0.736,-4.051,0.585,0.568,2.2,2.522,1.312,-4.913,0.604,9.12,"2","201",-1.68,"59","294","-7.440","31","110",8.28e+16,"250","67","-158","151","70","-24"
"1999","8","1",16:06:22.0,37.39,-117.08,7.6,5.7,5.4,CALIFORNIA-NEVADABORDER,B080199F,8.6,0.2,37.58,0.04,-117.11,0.05,15,0,17,-2.98,0.099,1.602,0.113,1.379,0.114,-0.386,0.305,1.296,0.298,2.712,0.101,4.26,"5","315",-0.63,"26","223","-3.630","63","55",3.95e+17,"71","46","-52","203","55","-123"
"1999","10","16",09:46:44.1,34.59,-116.27,0,6.3,7.4,SOUTHERNCALIFORNIA,C101699C,15.1,0.1,34.71,0.01,-116.27,0.01,15,0,19,-0.088,0.022,-4.267,0.021,4.354,0.023,0.689,0.099,0.981,0.111,3.978,0.019,6.13,"11","292",-0.29,"79","96","-5.840","3","201",5.98e+19,"336","80","174","67","85","10"
"1999","11","1",13:25:16.5,39.9,113.98,10,5.1,5.3,NORTHEASTERNCHINA,B110199A,2,0.3,39.85,0.04,113.74,0.06,15,0,16,-3.564,0.38,9.718,0.347,-6.154,0.397,1.872,1.202,1.576,0.835,3.791,0.401,10.9,"8","347",-3.54,"70","232","-7.370","18","79",9.14e+16,"122","72","-7","214","84","-161"
"1999","11","15",05:42:43.2,-1.34,88.98,10,6.3,6.9,SOUTHINDIANOCEAN,C111599D,8.8,0.1,-1.21,0,88.89,0.01,15,0,19,-0.133,0.012,-1.354,0.01,1.487,0.013,-0.929,0.051,-0.409,0.061,-2.799,0.009,3.21,"2","238",0.17,"73","140","-3.380","17","329",3.3e+19,"12","76","-11","105","80","-166"
"1999","11","28",10:17:18.8,-1.3,88.9,10,5.2,5,SOUTHINDIANOCEAN,B112899C,4.7,0.5,-1.19,0.04,88.82,0.04,15,0,17,-0.023,0.035,-0.273,0.042,0.296,0.054,-0.348,0.124,0.334,0.185,-1.317,0.034,1.51,"17","231",-0.17,"72","61","-1.340","3","322",1.42e+17,"7","76","10","275","80","166"
"1999","11","29",03:46:30.2,-1.27,89.04,10,5.9,6.4,SOUTHINDIANOCEAN,C112999A,4,0.1,-1.25,0.01,88.98,0.01,15,0,18,-0.056,0.022,-3.03,0.02,3.087,0.025,-0.996,0.086,0.286,0.095,-3.131,0.02,4.5,"8","246",0,"77","119","-4.500","10","338",4.5e+18,"22","77","-2","112","88","-167"
"1999","12","21",11:00:48.9,55.83,110.03,10,5.5,5,LAKEBAIKALREGION,B122199B,2,0.3,56.02,0.04,110.63,0.1,15,0,17,-1.305,0.067,1.121,0.071,0.184,0.078,-0.564,0.26,1.1,0.224,0.755,0.078,1.54,"1","330",0.58,"33","239","-2.120","57","62",1.83e+17,"89","53","-46","212","55","-132"
"2000","1","11",23:43:56.5,40.5,122.99,10,4.9,4.7,NORTHEASTERNCHINA,B011100C,1.6,1.1,40.36,0.2,123.11,0.37,15,0,16,-0.482,1.701,3.394,0.628,-2.912,1.605,3.746,2.842,-0.407,2.261,1.529,1.595,5.81,"30","352",-1.77,"43","114","-4.050","33","240",4.93e+16,"27","43","-178","295","88","-47"
"2000","1","28",22:42:26.2,-1.35,89.08,10,5.4,5.2,SOUTHINDIANOCEAN,B012800F,3.8,0.2,-1.35,0.03,88.96,0.03,15,0,17,-0.111,0.037,-1.18,0.047,1.291,0.051,-0.412,0.138,0.108,0.169,-1.85,0.041,2.31,"7","241",-0.1,"79","113","-2.220","8","332",2.27e+17,"17","79","-1","107","89","-169"
"2000","4","21",12:23:10.5,37.84,29.33,33,4.9,4.8,TURKEY,B042100D,0,0.5,37.78,0.08,29.39,0.12,15,0,17,-1.035,0.117,0.726,0.087,0.308,0.166,0.146,0.395,-1.569,0.398,-0.448,0.117,1.59,"28","58",0.49,"17","157","-2.080","56","275",1.83e+17,"110","23","-139","342","75","-72"
"2000","4","22",05:04:37.4,-14.15,177.9,33,5,5,FIJIISLANDSREGION,B042200A,3.7,0.4,-13.83,0.05,177.81,0.04,15,0,17,0.01,0.04,-1.183,0.056,1.173,0.048,-0.499,0.096,-0.284,0.114,0.697,0.049,1.48,"16","108",0.01,"67","241","-1.490","16","13",1.48e+17,"150","67","180","240","90","23"
"2000","5","31",16:28:07.8,51.69,104.94,10,5.2,4.6,LAKEBAIKALREGION,B053100B,0,0.8,51.47,0.1,104.92,0.19,15,0,16,-4.255,0.34,2.58,0.463,1.674,0.386,-0.061,1.471,-1.259,1.753,0.787,0.347,3.1,"6","147",1.41,"10","56","-4.510","78","270",3.81e+16,"247","40","-75","48","52","-102"
"2000","6","17",15:40:41.7,63.97,-20.49,10,5.7,6.6,ICELAND,C061700B,9,0.1,63.99,0.01,-20.47,0.01,15,0,18,-0.935,0.029,1.189,0.031,-0.254,0.029,-0.156,0.122,-1.922,0.121,6.73,0.025,7.47,"10","137",-0.85,"73","13","-6.620","13","229",7.05e+18,"273","74","-3","4","87","-164"
"2000","6","21",00:51:46.9,63.98,-20.76,10,6.1,6.6,ICELAND,C062100A,7.9,0.1,63.98,0.01,-20.85,0.01,15,0,18,-0.746,0.025,0.595,0.027,0.151,0.026,0.199,0.104,-1.136,0.105,5.301,0.022,5.74,"6","136",-0.6,"76","21","-5.140","12","227",5.44e+18,"271","77","-5","2","85","-167"
"2000","9","2",20:06:36.8,-5.38,68.56,10,4.9,4.8,CHAGOSARCHIPELAGOREGIO,B090200F,5.4,0.7,-5.39,0.1,68.56,0.09,15,0,16,-0.473,0.336,-5.385,0.476,5.858,0.407,4.114,1.39,1.089,1.781,-0.701,0.432,6.04,"9","270",1.78,"59","16","-7.820","29","174",6.93e+16,"316","62","-165","219","77","-28"
"2000","10","2",02:25:31.3,-7.98,30.71,34,6.1,6.7,LAKETANGANYIKAREGION,C100200A,7.1,0.1,-7.79,0.01,30.6,0.01,40,0,18,-5.023,0.027,0.001,0.026,5.021,0.026,0.758,0.055,-2.337,0.053,-1.032,0.024,5.78,"13","78",-0.19,"3","348","-5.590","77","245",5.68e+18,"172","32","-85","346","58","-93"
"2000","10","3",02:46:59.2,-7.12,67.93,10,5.3,5,MID-INDIANRISE,B100300B,5.1,0.4,-7.37,0.06,67.99,0.05,15,0,17,-1.217,0.058,0.958,0.065,0.259,0.068,0.475,0.268,-0.231,0.202,-0.734,0.064,1.52,"11","32",-0.2,"3","301","-1.320","79","197",1.42e+17,"125","34","-85","299","56","-93"
"2000","11","12",01:15:15.0,-5.88,70.74,10,5.1,4.3,CHAGOSARCHIPELAGOREGIO,B111200A,5.4,1.1,-6.5,0.11,70.42,0.14,15,0,16,-3.147,0.436,3.013,0.396,0.134,0.578,2.255,1.539,-3.886,0.912,0.772,0.436,3.88,"25","16",2.42,"23","118","-6.300","55","245",5.09e+16,"67","29","-145","305","74","-66"
"2000","12","31",01:45:03.2,81.53,120.28,27.3,5.1,4.5,EASTOFSEVERNAYAZEMLYA,B123100A,3.3,0.9,82.01,0.13,116.83,0.68,15,0,16,-4.966,0.704,0.746,0.63,4.22,0.727,0,0,0,0,-0.353,0.811,4.26,"0","264",0.71,"0","174","-4.970","90","180",4.61e+16,"354","45","-90","174","45","-90"
"2001","3","11",07:06:03.5,-4.26,89.08,10,4.9,4.9,SOUTHINDIANOCEAN,B031101B,2.9,0.9,-3.96,0.12,88.8,0.15,15,0,16,1.921,0.475,-0.167,0.51,-1.754,0.784,2.804,1.321,3.326,1.731,-5.047,0.377,4.15,"0","221",3.83,"66","311","-7.980","24","131",6.06e+16,"268","73","-163","173","73","-17"
"2001","4","21",17:18:57.0,42.92,-111.39,0.8,5.4,4.9,EASTERNIDAHO,B042101E,5.4,0.3,43.02,0.04,-111.29,0.05,15,0,17,-1.048,0.026,0.032,0.031,1.016,0.041,-0.167,0.095,0.108,0.109,0.036,0.026,1.02,"3","272",0.06,"9","181","-1.080","81","20",1.05e+17,"11","43","-77","173","48","-102"
"2001","6","10",13:11:04.2,38.58,25.61,33,5.3,5.4,AEGEANSEA,B061001E,0.7,0.2,38.32,0.02,25.66,0.04,33.6,2.2,17,-0.901,0.061,2.616,0.062,-1.715,0.078,0.355,0.142,0.422,0.109,-1.483,0.079,3.09,"3","17",-0.73,"70","278","-2.350","19","108",2.72e+17,"151","74","-12","244","79","-164"
"2001","6","29",23:40:00.9,0.29,29.97,10,5,4.4,ZAIREREPUBLIC,B062901I,7.1,0.8,0.29,0,29.97,0,15,0,16,-6.746,0.547,-1.117,0.7,7.862,0.755,-2.486,2.131,4.174,1.928,-0.156,0.752,9.03,"15","265",-0.43,"16","171","-8.600","68","38",8.82e+16,"17","33","-60","162","62","-108"
"2001","11","2",16:23:44.6,11.79,43.19,4.6,4.9,0,ETHIOPIA,B110201C,5.5,1.2,11.72,0.14,43.41,0.18,15,0,16,0.297,0.724,5.043,0.676,-5.34,1.273,1.493,2.438,-2.25,2.131,-1.439,0.504,5.85,"19","11",0.35,"63","145","-6.200","18","275",6.02e+16,"53","63","179","143","89","27"
"2002","1","20",00:14:44.4,-1.68,28.98,10,4.9,4.6,ZAIREREPUBLIC,B012002A,3.5,0.6,-1.67,0.1,29.2,0.09,15,0,16,-3.818,0.388,-2.631,0.468,6.448,0.393,-1.497,1.014,1.296,2.218,1.352,0.497,6.76,"6","277",-1.63,"35","183","-5.120","55","16",5.94e+16,"39","49","-42","159","60","-131"
"2002","1","21",04:39:21.6,-1.78,29.04,10,4.9,4.5,LAKETANGANYIKAREGION,B012102A,3.3,0.9,-1.78,0,29.04,0,15,0,16,-3.069,0.291,1.098,0.277,1.971,0.359,3.437,0.882,1.717,1.135,2.346,0.469,5.44,"23","316",-0.42,"15","53","-5.020","62","173",5.23e+16,"18","26","-128","238","70","-74"
"2002","1","22",15:32:05.6,-1.51,28.99,10,4.9,4.7,ZAIREREPUBLIC,B012202B,3,0.7,-1.51,0.11,28.86,0.1,15,0,16,-2.732,0.538,-2.593,0.766,5.324,0.495,-1.192,1.652,-5.526,1.915,3.347,0.585,9.19,"25","108",-3.55,"19","9","-5.640","58","247",7.41e+16,"233","26","-43","3","73","-109"
"2002","5","25",11:06:50.5,-4.83,133.97,33,5.1,5,WESTIRIANREGION,B052502C,1.7,0.6,-4.73,0.08,133.87,0.06,23.5,5.6,16,-3.109,0.588,-4.873,0.52,7.981,0.701,6.124,1.282,2.241,1.807,7.685,0.636,12.99,"17","299",-1.63,"53","52","-11.360","32","198",1.217e+17,"342","54","-168","245","80","-36"
"2002","8","8",21:17:11.7,13.65,40,10,4.9,0,ETHIOPIA,B080802E,5.9,1.2,13.74,0.11,39.9,0.08,15,0,16,-2.995,0.211,0.315,0.28,2.68,0.298,0,0,0,0,-0.377,0.251,2.74,"0","261",0.26,"0","171","-3.000","90","180",2.87e+16,"351","45","-90","171","45","-90"
"2002","8","10",15:56:02.0,13.65,39.81,10,5.2,5.2,ETHIOPIA,B081002C,6.5,0.2,13.79,0.02,39.9,0.02,15,0,17,-3.13,0.05,0.75,0.063,2.38,0.065,2.193,0.204,-2.063,0.205,-1.089,0.055,4.08,"22","57",0.37,"9","324","-4.450","66","213",4.26e+17,"164","24","-68","320","68","-100"
"2002","8","31",22:52:33.2,-9.74,34.31,10,4.9,0,TANZANIA,B083102E,5.4,1,-10.22,0.11,34.28,0.09,15,0,16,-4.484,0.293,0.902,0.332,3.582,0.481,1.56,1.107,-4.1,1.505,-2.952,0.32,7.09,"21","60",-0.87,"8","153","-6.220","68","263",6.65e+16,"136","25","-109","336","66","-81"
"2002","9","16",18:48:26.7,66.94,-18.46,10,5.5,5.7,ICELANDREGION,B091602G,5.9,0.2,66.9,0.03,-18.67,0.05,15,0,17,-0.398,0.074,-4.053,0.095,4.451,0.088,2.933,0.21,-0.243,0.294,-2.423,0.08,5.29,"11","72",0.78,"61","321","-6.070","26","168",5.68e+17,"207","63","-11","302","80","-153"
"2002","10","24",06:08:38.0,-1.88,29,11,5.9,6.3,LAKETANGANYIKAREGION,C102402M,4.9,0.1,-1.86,0.01,28.68,0.01,15,0,18,-2.067,0.011,0.159,0.011,1.908,0.012,0.257,0.046,-0.398,0.051,0.711,0.01,2.18,"4","109",-0.03,"10","18","-2.160","79","220",2.17e+18,"210","42","-75","9","50","-103"
"2002","12","1",11:18:32.5,12.28,39.74,10,4.9,0,ETHIOPIA,B120102H,5.7,0.8,12.24,0.12,39.91,0.12,15,0,16,-3.883,0.306,0.308,0.402,3.575,0.403,1.471,1.618,3.527,1.821,0.65,0.335,5.25,"22","284",0.26,"6","16","-5.510","67","120",5.38e+16,"3","23","-104","199","68","-84"
"2002","12","2",18:21:49.8,-6.52,71.43,10,4.9,4.8,CHAGOSARCHIPELAGOREGIO,B120202E,5.8,0.4,-6.55,0.04,71.27,0.04,15,0,17,-0.192,0.031,1.301,0.036,-1.109,0.042,0.199,0.141,-0.16,0.113,0.076,0.035,1.33,"8","359",-0.19,"77","125","-1.140","10","267",1.23e+17,"43","77","-178","313","88","-13"
"2002","12","23",02:50:38.3,-1.72,34.97,10,4.9,4.5,LAKEVICTORIAREGION,B122302A,3.9,0.9,-1.78,0.08,34.69,0.09,15,0,16,0.306,0.397,5.936,0.304,-6.241,0.583,-3.113,1.428,2.137,1.251,-0.335,0.416,7.42,"25","186",-0.52,"59","325","-6.900","18","87",7.16e+16,"225","59","175","317","85","31"
"2003","2","11",08:58:54.3,-4.69,134.87,33,5.1,4.8,"IRIANJAYAREGION,INDON",B021103B,0.9,0.3,-4.52,0.04,134.67,0.03,26.1,3.3,17,-0.003,0.035,-1.13,0.041,1.13,0.05,0.109,0.11,0.91,0.147,1.14,0.044,1.997,"24","291",-0.351,"64","136","-1.649","10","25",1.823e+17,"70","66","10","336","81","155"
"2003","2","14",19:03:21.5,-61.53,-54.04,10,5,4.8,SOUTHSHETLANDISLANDS,B021403G,6.9,0.7,-61.7,0.08,-53.07,0.26,35.1,12,16,0.797,0.277,-2.4,0.41,1.6,0.497,1.79,0.876,0.2,0.776,3.28,0.382,3.839,"21","303",0.803,"64","83","-4.645","15","207",4.242e+16,"344","64","176","76","86","26"
"2003","3","1",03:54:46.3,6.3,145.34,23.2,5,4.5,"E.CAROLINEISLANDS,MIC",B030103A,1.1,0.4,6.43,0.05,145.06,0.05,18.2,6.3,16,0.69,0.235,0.908,0.35,-1.6,0.328,-0.89,0.923,-2.45,1.12,6.37,0.268,6.965,"20","139",0.11,"67","348","-7.077","10","232",7.021e+16,"277","68","7","184","83","158"
"2003","3","5",07:37:11.6,-14.2,172.29,555.9,5.1,0,VANUATUISLANDSREGION,B030503B,9.2,1.3,-14.06,0.11,172.32,0.1,628.5,8.6,17,0.119,0.08,0.456,0.158,-0.575,0.138,-0.434,0.163,0.567,0.137,-1.15,0.128,1.527,"26","215",-0.163,"62","10","-1.364","10","120",1.445e+17,"255","64","168","350","80","26"
"2003","3","15",14:05:16.2,-3.92,134.34,33,5.8,5.8,"IRIANJAYAREGION,INDON",B031503B,1.7,0.1,-3.85,0.01,134.33,0.02,29,1.2,17,-3.25,0.078,2.28,0.091,0.974,0.116,4.06,0.233,-1.66,0.195,5.29,0.089,7.366,"12","323",0.178,"44","64","-7.541","44","221",7.453e+17,"13","50","-153","265","70","-43"
"2003","3","20",06:15:20.6,-2.42,29.56,10,5.2,4.8,LAKETANGANYIKAREGION,B032003C,2.5,0.6,-3.04,0.09,29.57,0.08,15,0,16,-2.49,0.275,-2.58,0.343,5.07,0.414,-6.54,0.806,-0.264,1.3,-1.89,0.32,5.912,"18","244",3.327,"41","138","-9.239","44","351",7.576e+16,"17","45","-23","123","74","-133"
"2003","4","10",00:40:15.1,38.22,26.96,10,5.3,5.6,AEGEANSEA,B041003A,6.8,0.1,38.05,0.02,26.86,0.02,15,0,17,-1.71,0.05,3.82,0.068,-2.12,0.064,0.697,0.215,0.671,0.15,-2.86,0.054,4.997,"3","22",-1.333,"65","284","-3.674","24","113",4.335e+17,"155","70","-15","250","76","-160"
"2003","4","10",16:03:56.1,-5.55,29.51,10,5,4.3,LAKETANGANYIKAREGION,B041003E,2.5,1.8,-5.22,0.18,29.06,0.16,15,0,16,-4.97,0.435,2.12,0.419,2.85,0.603,-2.87,2.46,3.14,2.81,2,0.689,4.581,"6","303",2.712,"28","210","-7.292","61","45",5.936e+16,"61","46","-49","190","57","-124"
"2003","4","17",22:34:24.6,38.16,27,10,4.8,4.4,TURKEY,B041703E,4.5,0.5,37.92,0.07,26.75,0.08,15,0,16,-1.33,0.226,3.33,0.307,-2.01,0.271,3.86,1.01,3.36,0.732,-4.13,0.242,6.178,"18","20",1.706,"47","269","-7.894","37","124",7.036e+16,"156","50","-15","256","78","-138"
"2003","6","14",03:10:23.1,-5.51,36.07,10,5.1,4.6,TANZANIA,B061403A,1.4,0.6,-5.71,0.11,35.97,0.08,15,0,16,-3.84,0.246,0.926,0.365,2.91,0.303,0.827,1.15,3.01,1.16,-0.493,0.242,4.066,"21","267",1.065,"9","0","-5.136","67","114",4.601e+16,"340","26","-112","184","66","-80"
"2003","7","23",04:56:03.0,38.17,28.85,5,4.8,4.6,TURKEY,B072303A,4.6,0.2,37.88,0.03,28.77,0.05,15,0,17,-0.808,0.032,0.977,0.033,-0.169,0.042,0.523,0.136,-0.339,0.106,-0.516,0.037,1.348,"16","22",-0.344,"10","115","-1.005","71","237",1.176e+17,"97","31","-111","301","62","-78"
"2003","7","26",08:36:49.2,38.02,28.93,10,5,5.2,TURKEY,B072603F,5.9,0.2,38.03,0.03,29.05,0.04,15,0,17,-0.938,0.036,1.86,0.043,-0.922,0.047,0.126,0.165,-0.423,0.1,-0.276,0.042,1.897,"3","6",-0.541,"45","100","-1.356","45","273",1.627e+17,"60","57","-147","310","63","-37"
"2003","8","5",18:56:50.7,-0.52,29.45,10,5.3,4.7,DEMOCRATICREPUBLICOFC,B080503D,3.2,0.5,-0.81,0.07,29.42,0.06,15,0,16,-2.97,0.259,-3.32,0.319,6.29,0.331,3.72,0.655,4.67,1.06,1.62,0.319,8.967,"25","285",-1.714,"31","31","-7.253","49","164",8.11e+16,"330","34","-155","220","76","-58"
"2003","8","23",02:00:11.9,63.92,-22.26,10,4.8,4.5,ICELANDREGION,B082303A,8.1,0.7,63.61,0.11,-22.77,0.16,15,0,16,-1.44,0.266,0.912,0.426,0.532,0.34,-3.51,0.855,2.94,0.978,4.07,0.312,4.865,"8","141",2.194,"50","240","-7.055","39","44",5.96e+16,"190","57","-155","86","69","-35"
"2003","9","16",11:24:52.2,56.06,111.25,10,5.2,5.7,"LAKEBAYKALREGION,RUSS",B091603D,6.1,0.1,56.19,0.02,111.41,0.03,15,0,17,-2.75,0.043,1.72,0.052,1.03,0.064,1.33,0.175,-0.367,0.153,1.33,0.044,2.88,"9","326",0.36,"18","59","-3.240","70","210",3.06e+17,"35","39","-119","251","56","-68"
"2003","11","14",18:49:46.5,27.37,103.97,33,5,0,"YUNNAN,CHINA",B111403H,-0.5,0.8,27.68,0.12,103.21,0.14,15,0,17,-0.47,0.148,1.44,0.19,-0.971,0.231,-0.834,0.699,2.06,0.502,-1.04,0.177,2.717,"30","214",0.091,"35","328","-2.809","40","94",2.763e+17,"250","36","-170","152","84","-55"
"2003","12","7",09:16:12.6,74.08,134.82,10,5,4.4,LAPTEVSEA,B120703C,7.6,0.5,74.31,0.12,134.84,0.36,15,0,16,-3.16,0.262,-0.28,0.389,3.44,0.322,-2.51,1.22,2.71,1.37,0.941,0.258,4.411,"20","271",1.095,"26","171","-5.505","57","33",4.958e+16,"36","34","-39","160","69","-118"
"2004","1","3",23:17:52.5,11.51,43.04,10,4.9,0,ETHIOPIA,C010304W,2.9,0.3,11.84,0.02,43.28,0.03,12,0,17,-0.5,0.039,0.954,0.026,-0.454,0.037,-0.154,0.089,-0.1,0.131,-0.097,0.031,0.975,"6","183",-0.375,"38","89","-0.601","52","281",7.88e+16,"307","51","-38","64","61","-134"
"2004","1","4",00:09:46.1,11.64,43.19,10,5.1,4.7,ETHIOPIA,C010404A,2.4,0.3,11.81,0.01,43.33,0.02,12,0,17,-0.995,0.042,1.47,0.029,-0.472,0.042,0.028,0.107,-0.257,0.171,-0.264,0.031,1.507,"1","8",-0.401,"23","98","-1.102","67","274",1.305e+17,"76","48","-122","299","51","-60"
"2004","1","7",07:51:37.3,43.57,-110.38,3.1,4.7,4.8,WYOMING,C010704A,5,0.4,43.59,0.04,-110.24,0.03,12,0,16,-2.13,0.155,-1.1,0.142,3.22,0.116,-0.259,0.588,-1.49,0.408,-0.207,0.125,3.611,"14","88",-1.042,"12","181","-2.579","71","309",3.095e+16,"162","32","-112","8","60","-77"
"2004","1","12",18:14:53.5,-7.42,68.4,10,5,0,CHAGOSARCHIPELAGOREGIO,C011204E,2.4,0.9,-7.57,0.05,68.27,0.04,12,0,16,-0.281,0.275,-3.66,0.231,3.95,0.229,-0.779,0.874,0.478,0.79,-0.761,0.256,4.096,"7","264",-0.203,"76","142","-3.884","12","355",3.99e+16,"39","77","-3","130","87","-167"
"2004","2","7",14:36:39.2,-4.07,135.02,10,5.1,4.7,"IRIANJAYAREGION,INDON",C020704C,2.3,0.6,-4.02,0.04,135.1,0.05,12,0,16,-0.512,0.17,-0.56,0.128,1.07,0.156,-1.45,0.5,0.242,0.392,1.29,0.106,1.912,"15","126",0.437,"48","233","-2.351","38","24",2.131e+16,"172","52","-161","70","75","-39"
"2004","2","7",21:27:37.7,-4.07,133.96,10,5.6,5.1,"IRIANJAYAREGION,INDON",C020704E,2.7,0.1,-4.11,0.01,133.85,0.01,12,0,17,-0.313,0.027,1.24,0.024,-0.929,0.029,0.103,0.062,0.4,0.069,1.78,0.023,2.272,"6","330",-0.291,"78","209","-1.983","10","61",2.127e+17,"106","78","-3","196","87","-168"
"2004","3","14",14:07:56.2,-10.4,34.43,10,4.9,0,MALAWI,C031404A,5.7,0.8,-10.08,0.07,34.35,0.05,29.2,1.7,16,-1.94,0.263,-0.134,0.176,2.07,0.168,-0.703,0.291,-0.259,0.221,-0.013,0.131,2.087,"4","91",0.105,"19","182","-2.196","71","350",2.142e+16,"162","44","-117","18","52","-66"
"2004","8","2",01:05:51.6,-4.66,133.63,10,5.4,5.1,"IRIANJAYAREGION,INDON",C080204A,1.8,0.2,-4.55,0.01,133.73,0.01,14.2,1.4,17,-0.319,0.039,-1.17,0.033,1.49,0.043,-0.184,0.073,-0.031,0.07,0.789,0.034,1.709,"2","105",-0.296,"81","209","-1.413","9","15",1.561e+17,"151","82","-175","60","85","-8"
